NO,作答ID,用户ID,开始时间,结束时间,作答总时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请阅读上述知情同意书,您目前是否在职（包括全职、兼职、灵活、自雇等）？,过去一个月，您平均每周锻炼几次？,您每次锻炼平均多长时间（分钟）,[image],[image],[image],[image],Source,Frame,您觉得刚刚给出的健身计划是,您觉得刚刚给出的健身计划是,您觉得刚刚给出的健身计划是,Attitude,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我预计会按照健身计划的建议去做,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我想要按照给的健身计划的建议去做,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我打算按照健身计划的建议去做,Intention,如果你真的很有动力，对你来说，接下来一个月里坚持规律运动的难易程度是？「规律运动」是指：在空闲时间里，每周至少3次，每次持续20到30分钟以上的高强度体育活动，其强度足以感到呼吸急促、心跳加快并大量出汗。,如果你真的很有动力，你有多大信心能在接下来一个月里坚持规律运动？,如果你真的很有动力，你有多确定自己能在接下来一个月里坚持规律运动？,SE,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,Trust,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我经常思考我的健康问题,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我非常在意自己的健康,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我非常关注自己的健康,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我经常检查自己的健康状况,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我会注意一天当中身体的感受,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我通常能意识到自己的健康状况,HC,Sex,您的年龄是,您的工作类型是,您的工作类型是-其他-文本,您的工作方式是,您觉得您平常的工作需要久坐吗,您从事的行业是,您从事的行业是-其他-文本,您的工作地点是,您的最高学历是
139,nNq4lAOlb1a,J7qyq947,2026-04-03 17:09:42,2026-04-03 17:14:32,290,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,117.182.143.246,108.5038830,23.2270660,广西壮族自治区,南宁市,MOBILE,Android,WeChat,360px*780px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,0次,0,1,,,,0,1,5,6,6,5.66666666666667,3,6,4,4.33333333333333,2,5,5,4,5,5,7,7,6,6,5,5,5,4,3,7,4.83333333333333,1,30,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,二线城市,本科
140,NRjE44gGGOz,kMrAVl6e,2026-04-03 17:07:56,2026-04-03 17:12:49,293,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.55.146.176,105.3111780,29.3485270,四川省,宜宾市,MOBILE,Android,WeChat,360px*804px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,1,,,,0,1,5,6,6,5.66666666666667,5,5,6,5.33333333333333,5,5,6,5.33333333333333,5,5,6,5,5,5.2,5,5,5,5,4,5,4.83333333333333,1,26,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
141,lxyaj32lx2R,veEPmlAL,2026-04-03 17:08:05,2026-04-03 17:10:39,154,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,171.10.181.158,112.5269610,32.9902680,河南省,郑州市,MOBILE,Android,Chrome,361px*801px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,1,,,0,0,5,6,6,5.66666666666667,6,5,5,5.33333333333333,5,6,5,5.33333333333333,6,6,6,5,6,5.8,5,5,6,4,5,5,5,0,34,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
142,oBgpEQPkPQR,QL0gkKJ7,2026-04-03 17:01:14,2026-04-03 17:07:25,371,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,124.65.234.26,116.4080007,39.8547312,北京市,市辖区,COMPUTER,Windows,WeChat,1280px*720px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,20,,1,,,0,0,4,5,4,4.33333333333333,3,4,2,3,4,5,5,4.66666666666667,5,5,4,5,5,4.8,5,5,5,4,5,5,4.83333333333333,0,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
143,WPAnkZ214q4,DMxWmwae,2026-04-03 16:59:01,2026-04-03 17:05:41,400,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.91.78.248,112.8387570,32.6713810,河南省,南阳市,MOBILE,Android,Chrome,393px*873px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,15,,,,1,1,0,6,7,6,6.33333333333333,5,6,5,5.33333333333333,3,4,4,3.66666666666667,3,4,3,5,5,4,6,6,7,5,6,6,6,0,38,全职员工（每周 ≥35 小时）,,主要在办公室工作,不需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,三线及以下城市,高中及以下
144,gnX4x1vAPxl,5Lww3Y1L,2026-04-03 16:58:47,2026-04-03 17:05:37,410,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,183.254.19.103,110.1669180,19.2746820,海南省,省直辖县级行政区划,MOBILE,Android,Chrome,360px*792px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,,1,,1,1,6,6,7,6.33333333333333,5,6,5,5.33333333333333,5,6,6,5.66666666666667,6,6,5,6,6,5.8,6,7,7,6,7,7,6.66666666666667,0,32,自由职业 / 自雇,,主要远程办公 / 居家办公,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
145,mn8jElBJonx,oe4VnW7V,2026-04-03 16:59:27,2026-04-03 17:04:05,278,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,116.142.9.155,126.5149910,43.8288440,吉林省,吉林市,MOBILE,Android,WeChat,355px*793px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,,,,1,1,0,5,6,6,5.66666666666667,6,6,6,6,6,5,5,5.33333333333333,6,6,7,5,6,6,7,7,7,5,6,6,6.33333333333333,0,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,三线及以下城市,硕士及以上
146,oBgpE2j02yK,7BG4m1nL,2026-04-03 17:00:39,2026-04-03 17:03:53,194,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,220.176.129.199,114.8879668,26.8018216,江西省,吉安市,MOBILE,iOS,Apple WebKit,393px*852px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,60,,1,,,0,0,5,6,6,5.66666666666667,5,6,5,5.33333333333333,3,4,5,4,5,5,6,4,5,5,5,5,5,4,5,6,5,0,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,三线及以下城市,本科
147,WPAnkRnW04y,5Lm9Bg4L,2026-04-03 16:59:16,2026-04-03 17:03:13,237,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,220.191.249.12,120.1483210,30.2713320,浙江省,杭州市,MOBILE,Android,WeChat,370px*816px,"Stimuli C. human gain,Stimuli C. human gain",本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,10,,,1,,1,1,6,7,7,6.66666666666667,5,6,6,5.66666666666667,2,2,1,1.66666666666667,4,3,4,5,4,4,4,5,4,4,6,5,4.66666666666667,0,32,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,一线城市（如：北京、上海、广州、深圳、杭州）,硕士及以上
148,NRjEx5AWjob,9LQyPGbL,2026-04-03 16:59:02,2026-04-03 17:02:41,219,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,115.219.140.255,120.7412969,28.1730259,浙江省,温州市,MOBILE,iOS,Apple WebKit,402px*874px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,30,1,,,,0,1,6,7,7,6.66666666666667,6,7,6,6.33333333333333,5,5,4,4.66666666666667,5,6,6,5,7,5.8,6,5,6,5,5,5,5.33333333333333,0,30,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,二线城市,副学士 / 大专
149,nNq4EKOnbXn,9LQZAZ4e,2026-04-03 16:59:29,2026-04-03 17:02:38,189,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,112.111.1.5,119.2789185,26.0602603,福建省,福州市,MOBILE,iOS,Apple WebKit,414px*896px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,1,,,,0,1,6,6,7,6.33333333333333,6,7,6,6.33333333333333,6,7,7,6.66666666666667,6,6,5,5,5,5.4,6,7,6,5,5,6,5.83333333333333,0,46,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
150,WPAp8p6EvXG,7BG2X91L,2026-04-02 23:49:53,2026-04-02 23:56:14,381,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,39.146.92.5,116.5567710,33.2636230,安徽省,亳州市,MOBILE,Android,Chrome,362px*795px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,90,,,,1,1,0,6,7,7,6.66666666666667,5,7,6,6,5,6,6,5.66666666666667,5,4,5,4,6,4.8,6,7,6,6,5,7,6.16666666666667,1,30,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,三线及以下城市,本科
151,NRjd6qROdzm,MdPXlb6M,2026-04-02 23:49:41,2026-04-02 23:55:42,361,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,27.45.42.126,113.0638780,22.6390820,广东省,江门市,MOBILE,Android,Chrome,361px*846px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,80,,1,,,0,0,7,6,6,6.33333333333333,6,7,6,6.33333333333333,6,7,6,6.33333333333333,5,5,6,6,6,5.6,6,7,6,6,5,6,6,1,34,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,硕士及以上
152,lxyD8oABjP2,LwP9bvpe,2026-04-02 23:49:46,2026-04-02 23:54:31,285,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,49.116.128.29,86.1309830,41.7565960,新疆维吾尔自治区,巴音郭楞蒙古自治州,MOBILE,Android,Chrome,393px*873px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,,1,,1,1,6,7,7,6.66666666666667,7,7,6,6.66666666666667,6,7,6,6.33333333333333,5,6,6,5,6,5.6,5,5,6,5,5,6,5.33333333333333,1,41,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
153,XONWk3KqbRr,MDP8nEKM,2026-04-02 23:49:38,2026-04-02 23:53:26,228,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,112.41.4.215,123.4586690,41.6998900,辽宁省,沈阳市,MOBILE,Android,Chrome,384px*792px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,20,,1,,,0,1,4,5,5,4.66666666666667,4,6,5,5,4,5,4,4.33333333333333,5,5,6,4,5,5,6,6,7,3,4,4,5,1,37,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
154,oBgZoZ6VpB0,Lz9vOv87,2026-04-02 21:24:19,2026-04-02 21:28:29,250,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,111.33.209.50,117.0872240,39.1351350,天津市,市辖区,MOBILE,Android,Chrome,360px*780px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,1,0,7,7,7,7,5,6,6,5.66666666666667,5,6,6,5.66666666666667,6,5,6,5,5,5.4,6,6,6,5,4,4,5.16666666666667,0,38,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
155,oBgZ3yZ0QQ4,xMo0EAR7,2026-04-02 20:34:25,2026-04-02 20:38:03,218,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,222.128.187.223,116.4951159,39.9231334,北京市,市辖区,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,1,0,5,6,4,5,4,5,3,4,2,3,1,2,5,5,5,6,4,5,5,5,4,4,3,5,4.33333333333333,0,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,一线城市（如：北京、上海、广州、深圳、杭州）,硕士及以上
156,XON6aRb5Eb5,e8YZo2gM,2026-04-02 20:34:18,2026-04-02 20:37:52,214,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,42.122.45.169,116.8275249,38.8543511,天津市,市辖区,MOBILE,iOS,Apple WebKit,402px*874px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,40,,,1,,1,1,7,7,7,7,6,7,7,6.66666666666667,5,6,6,5.66666666666667,6,6,6,7,6,6.2,5,6,6,5,6,6,5.66666666666667,0,25,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
157,bNPr2gZrzE6,nePQAYrM,2026-04-02 17:17:37,2026-04-02 17:27:33,596,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,111.201.231.125,116.4180170,39.7059720,北京市,市辖区,MOBILE,Android,Chrome,393px*851px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,1,,,,0,1,7,7,7,7,7,7,7,7,6,7,7,6.66666666666667,7,7,6,7,7,6.8,6,7,7,7,6,7,6.66666666666667,0,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
158,Q452WA2oGxA,M1KJl0zL,2026-04-02 17:17:21,2026-04-02 17:23:07,346,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,121.22.124.85,119.3270910,40.2954420,河北省,秦皇岛市,MOBILE,Android,Chrome,360px*800px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,1,,,,0,1,6,7,7,6.66666666666667,6,6,7,6.33333333333333,6,6,5,5.66666666666667,6,6,5,7,6,6,6,7,7,6,5,6,6.16666666666667,1,46,全职员工（每周 ≥35 小时）,,主要远程办公 / 居家办公,需要,医疗 / 健康（如：医生、护士、药学、公共卫生、健康管理等）,,三线及以下城市,本科
159,mn8oDwOkOzO,WLGK60NL,2026-04-02 17:17:20,2026-04-02 17:22:45,325,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,220.202.227.55,112.9811280,28.1532280,湖南省,长沙市,MOBILE,Android,Chrome,355px*793px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,1,,,,0,1,4,5,5,4.66666666666667,5,6,5,5.33333333333333,4,5,5,4.66666666666667,6,5,6,6,5,5.6,3,5,5,3,5,5,4.33333333333333,1,37,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
160,Q452qr0zpXW,7Ax1kxPM,2026-04-02 16:43:54,2026-04-02 16:51:56,482,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,223.160.234.102,111.2547828,23.4305094,广西壮族自治区,南宁市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,,,,1,1,0,6,7,5,6,6,7,6,6.33333333333333,6,5,7,6,6,7,5,7,5,6,6,7,5,5,6,7,6,0,53,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,硕士及以上
161,oBgZVmg0mZR,7AxgDX6M,2026-04-02 16:27:31,2026-04-02 16:45:49,1098,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,39.144.169.145,115.5519364,26.3587154,江西省,吉安市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,90,,1,,,0,0,7,7,7,7,7,7,7,7,5,7,7,6.33333333333333,4,4,6,5,6,5,7,7,7,7,7,5,6.66666666666667,1,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,三线及以下城市,本科
162,mn8omYpb5V4,p7YZDg0L,2026-04-02 16:33:57,2026-04-02 16:39:26,329,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,116.130.194.254,117.1304500,39.4128310,天津市,市辖区,MOBILE,Android,Chrome,375px*828px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,,1,,1,1,5,6,6,5.66666666666667,5,6,6,5.66666666666667,5,6,6,5.66666666666667,4,4,5,4,5,4.4,5,6,7,6,5,6,5.83333333333333,1,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
163,Q452xExwVvd,ekqzZEb7,2026-04-02 16:29:57,2026-04-02 16:39:19,562,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,123.187.243.203,123.4381480,41.6965980,辽宁省,辽阳市,MOBILE,Android,Chrome,600px*1067px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,,1,,,0,0,7,6,6,6.33333333333333,6,7,6,6.33333333333333,6,7,7,6.66666666666667,6,7,5,7,6,6.2,6,7,6,6,7,5,6.16666666666667,1,34,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,二线城市,硕士及以上
164,gnXDB3qAwjl,JekbzGwL,2026-04-02 16:32:26,2026-04-02 16:38:03,337,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,113.138.50.154,108.9811219,34.2184948,陕西省,西安市,MOBILE,iOS,Apple WebKit,375px*812px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,1,,,,0,1,7,5,7,6.33333333333333,6,5,7,6,5,7,7,6.33333333333333,7,5,7,7,6,6.4,7,7,5,6,7,5,6.16666666666667,1,36,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
165,XON6bKPnndD,7KvDDz6M,2026-04-02 16:27:39,2026-04-02 16:37:41,602,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,171.38.121.117,110.3090665,22.6982219,广西壮族自治区,玉林市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,1,,,0,0,5,6,5,5.33333333333333,5,6,5,5.33333333333333,5,6,6,5.66666666666667,5,6,5,5,6,5.4,6,5,5,6,6,6,5.66666666666667,0,32,全职员工（每周 ≥35 小时）,,主要在办公室工作,不需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,三线及以下城市,副学士 / 大专
166,Q452xK0KXgb,BMDom6qe,2026-04-02 16:30:23,2026-04-02 16:37:41,438,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,39.146.141.2,116.9113480,32.6216220,安徽省,淮南市,MOBILE,Android,Chrome,381px*824px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,40,,,1,,1,1,7,6,7,6.66666666666667,6,7,6,6.33333333333333,6,7,6,6.33333333333333,5,5,6,5,6,5.4,7,6,5,7,6,6,6.16666666666667,1,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
167,vNaZzEyYy8v,z7APz9PM,2026-04-02 16:31:11,2026-04-02 16:36:18,307,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,111.55.114.173,126.4999380,48.2404580,黑龙江省,哈尔滨市,MOBILE,Android,Chrome,360px*780px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,40,1,,,,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6.8,7,7,7,6,6,7,6.66666666666667,0,25,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,二线城市,硕士及以上
168,oBgZ9vPNoXN,Jekv4NLz,2026-04-02 16:27:27,2026-04-02 16:35:39,492,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,111.18.217.44,107.0348460,33.0473500,陕西省,汉中市,MOBILE,Android,Chrome,393px*873px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,40,,,1,,1,1,5,5,6,5.33333333333333,5,4,6,5,3,4,4,3.66666666666667,4,5,4,4,5,4.4,5,6,6,5,5,4,5.16666666666667,1,36,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
169,Q452xmQ8KKq,7XAobKrL,2026-04-02 16:27:23,2026-04-02 16:35:02,459,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,223.104.104.35,115.9707710,38.7690930,河北省,沧州市,MOBILE,Android,Chrome,377px*831px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,45,,,1,,1,1,6,7,6,6.33333333333333,5,6,5,5.33333333333333,4,5,4,4.33333333333333,4,4,5,4,5,4.4,4,5,5,3,4,3,4,1,53,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,不需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,副学士 / 大专
170,XON6b0gExq5,J7qnVJgL,2026-04-02 16:27:26,2026-04-02 16:34:33,427,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,112.224.186.126,118.1397770,36.1374160,山东省,淄博市,MOBILE,Android,Chrome,360px*640px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,,,1,,1,1,5,7,6,6,6,6,7,6.33333333333333,5,6,6,5.66666666666667,6,6,7,6,7,6.4,5,6,5,5,5,6,5.33333333333333,1,39,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,三线及以下城市,本科
171,vNaZzwRxOwN,ekqP2oY7,2026-04-02 16:27:26,2026-04-02 16:34:02,396,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,180.98.12.192,120.2770509,31.5144123,江苏省,南京市,MOBILE,iOS,Apple WebKit,402px*874px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,1,,,0,0,7,7,7,7,6,6,6,6,5,6,6,5.66666666666667,6,6,6,7,7,6.4,6,7,7,6,6,6,6.33333333333333,0,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
172,lxydzDBZ2WW,7aQ6m8D7,2026-04-02 16:28:17,2026-04-02 16:33:21,304,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,117.136.85.88,100.3057860,25.2314280,云南省,保山市,MOBILE,Android,Chrome,360px*800px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,,,1,1,0,5,6,6,5.66666666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5.33333333333333,1,39,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,三线及以下城市,本科
173,bNPrG5QkR8J,G7Xv9Wje,2026-04-02 16:27:37,2026-04-02 16:33:01,324,数据集市,umuqUv,运动健康建议和职场人行为意图的研究,117.136.104.40,113.9972775,33.0212394,河南省,信阳市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,45,,1,,,0,0,6,7,6,6.33333333333333,6,7,6,6.33333333333333,6,7,6,6.33333333333333,6,5,7,6,6,6,5,6,6,4,6,5,5.33333333333333,1,38,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,本科
